lesson_id,course_id,title,order_number,difficulty_level
495,1,Lesson 27: Culture & Advanced Topics,27,Advanced
496,2,Lesson 27: Culture & Advanced Topics,27,Advanced
497,3,Lesson 27: Culture & Advanced Topics,27,Advanced
498,4,Lesson 27: Culture & Advanced Topics,27,Advanced
499,5,Lesson 27: Culture & Advanced Topics,27,Advanced
500,6,Lesson 27: Culture & Advanced Topics,27,Advanced
501,7,Lesson 27: Culture & Advanced Topics,27,Advanced
502,8,Lesson 27: Culture & Advanced Topics,27,Advanced
503,9,Lesson 27: Culture & Advanced Topics,27,Advanced
504,10,Lesson 27: Culture & Advanced Topics,27,Advanced
505,11,Lesson 27: Culture & Advanced Topics,27,Advanced
506,12,Lesson 27: Culture & Advanced Topics,27,Advanced
507,13,Lesson 27: Culture & Advanced Topics,27,Advanced
508,14,Lesson 27: Culture & Advanced Topics,27,Advanced
509,15,Lesson 27: Culture & Advanced Topics,27,Advanced
510,16,Lesson 27: Culture & Advanced Topics,27,Advanced
511,17,Lesson 27: Culture & Advanced Topics,27,Advanced
512,18,Lesson 27: Culture & Advanced Topics,27,Advanced
513,19,Lesson 27: Culture & Advanced Topics,27,Advanced
514,1,Lesson 28: Culture & Advanced Topics,28,Advanced
515,2,Lesson 28: Culture & Advanced Topics,28,Advanced
516,3,Lesson 28: Culture & Advanced Topics,28,Advanced
517,4,Lesson 28: Culture & Advanced Topics,28,Advanced
518,5,Lesson 28: Culture & Advanced Topics,28,Advanced
519,6,Lesson 28: Culture & Advanced Topics,28,Advanced
520,7,Lesson 28: Culture & Advanced Topics,28,Advanced
521,8,Lesson 28: Culture & Advanced Topics,28,Advanced
522,9,Lesson 28: Culture & Advanced Topics,28,Advanced
523,10,Lesson 28: Culture & Advanced Topics,28,Advanced
524,11,Lesson 28: Culture & Advanced Topics,28,Advanced
525,12,Lesson 28: Culture & Advanced Topics,28,Advanced
526,13,Lesson 28: Culture & Advanced Topics,28,Advanced
527,14,Lesson 28: Culture & Advanced Topics,28,Advanced
528,15,Lesson 28: Culture & Advanced Topics,28,Advanced
529,16,Lesson 28: Culture & Advanced Topics,28,Advanced
530,17,Lesson 28: Culture & Advanced Topics,28,Advanced
531,18,Lesson 28: Culture & Advanced Topics,28,Advanced
532,19,Lesson 28: Culture & Advanced Topics,28,Advanced
